,Original_Name,Replace_Name
2768,Casey Gardiner,Casey Gardiner
2769,Danny Ferrin,Danno Ferrin
2770,Daniel Lehrner,Daniel Lehrner
2771,Danno Ferrin,Danno Ferrin
2772,Fredrik,Frederik Harryson
2773,HP,HP
2774,Jamie Lokier,Jamie Lokier
2775,Karim T.,Karim Taam
2776,Leo Arias,Leo Arias
2777,Martin Holst Swende,Martin Holst Swende
2778,Matt Nelson,Matt Nelson
2779,Micah Zoltu,Micah Zoltou
2780,Mikhail Kalinin,Mikhail Kalinin
2781,Marek MoraczyÃÂski,Marek Moraczynski
2782,Mateusz Morus,Mateusz Morusiewicz
2783,Jose,Jose
2784,Justin Florentine,Justin Florentine
2785,Lightclient,Lightcilent
2786,Pari,Parithosh Jayanthi
2787,PÃÂ©ter SzilÃÂ¡gyi,Peter Szilagyi
2788,Phil Ngo,Phil Ngo
2789,Pooja Ranjan,Pooja Ranjan
2790,Protolambda,Diederik Loerakker protolambda
2791,Tomasz Stanczak,Thomasz Stancsak
2792,Tim Beiko,Tim Bieko
2793,Trenton Van Epps,Trenton van Epps
2794,Terence,Terence
2795,Vadim Arasev,Vadim Arasev
2796,Vitalik,Vitalik Buterin
2797,Zuer,Zuerlein
2798,Tim Beiko,Tim Bieko
2799,Danny,Danny Ryan
2800,Andrew Ashikhmin,Andrew Ashikhmin
2801,Ansgar Dietrichs,Ansgar Deitrichs
2802,Martin Holst Swende,Martin Holst Swende
2803,Daniel Lehrner,Daniel Lehrner
2804,Fabio Di Fabio,Fabio Di Fabio
2805,Vitalik Buterin,Vitalik Buterin
2806,Lightclient,Lightcilent
2807,Marek Moraczynski,Marek Moraczynski
2808,MariusVanDerWijden,Marius van der Wijden
2809,Micah Zoltu,Micah Zoltou
2810,Pooja R.,Pooja Ranjan
2811,Rai,Rai Ratan Sur
2812,Moody,Moody
2813,Peter Szilagyi,Peter Szilagyi
2814,Trenton Van Epps,Trenton van Epps
2815,Somu Bhargava,Somu Bhargava
2816,Dankrad Feist,Dankrad Feist
2817,Alex Stokes,Alex Stokes
2818,Justin Florentine,Justin Florentine
2819,HP,HP
2820,Gunnim,Gunnim
2821,Mateusz Morusiewicz,Mateusz Morusiewicz
2822,Gottfried Herold,Gottfried Herold
2823,Gary Schlte,Gary Schulte
2824,Greg Colvin,Greg Colvin
2825,Jose,Jose
2826,Shashank Yalamanchi,Shashank Yalamanchi
2827,Sam Wilson,Sam Wilson
2828,Dade,Dade
2829,NONE,
2830,Alexey Akhunov,Alexey Akhunov
2831,Tope Alabi,Tope Alabi
2832,Jordi Baylina,Jordi Baylina
2833,PaweÃÂ Bylica,Pawel Byilca
2834,Greg Colvin,Greg Colvin
2835,Daniel Ellison,Daniel Ellison
2836,Matt Halpern,Matthew Halpern
2837,Fredrik Harryson,Frederik Harryson
2838,Hudson Jameson,Hudson Jameson
2839,Mikhail Kalanin,Mikhail Kalinin
2840,Boris Mann,Louis Guthmann
2841,Jamie Pitts,Jamie Pitts
2842,Lane Rettig,Lane Rettig
2843,Jacek Sieka (Status/Nim,Jacek Sieka
2844,Alex Beregszaszi,Alex Beregszaszi
2845,Daniel Ellison,Daniel Ellison
2846,Danno Ferrin,Danno Ferrin
2847,E.G. Galano,Eleazar Galano
2848,Greg Colvin,Greg Colvin
2849,Guillaume,Guillaume Ballet
2850,Hind Kurhan,Hind Kurhan
2851,Hudson Jameson,Hudson Jameson
2852,James Hancock,James Hancock
2853,Jan Winklemann,Jan Winklemann
2854,Jason Carver,Jason Carver
2855,Liz Steininger,Liz Steininger
2856,Louis Guthmann,Louis Guthmann
2857,Martin Holst Swende,Martin Holst Swende
2858,Pawel Bylica,Pawel Byilca
2859,Ramakrishnan Muthukrishnan,Ramakrishnan Muthukrishnan
2860,Tim Beiko,Tim Bieko
2861,Tomasz Stanczak,Thomasz Stancsak
2862,Trenton Van Epps,Trenton van Epps
2863,Wei Tang,Wei Tang
2864,NONE,
2865,Alex,Alex Beregszaszi
2866,Alex Vlasov,Alex Vlasov
2867,Alexey Akhunov,Alexey Akhunov
2868,Artem Vorotnikov,Artem Vorotnikov
2869,Hudson Jameson,Hudson Jameson
2870,James Hancock,James Hancock
2871,Karim Taam,Karim Taam
2872,Lightclient,Lightcilent
2873,Martin Holst Swende,Martin Holst Swende
2874,Peter Szilagyi,Peter Szilagyi
2875,Pawel Bylica,Pawel Byilca
2876,Pooja Ranjan,Pooja Ranjan
2877,Rai,Rai Ratan Sur
2878,Tim Beiko,Tim Bieko
2879,Uri Klarman,Uri Klarman
2880,Vie Yang,Vie Yang
2881,Wei Tang,Wei Tang
2882,Hudson,Hudson Jameson
2883,Fredrik Harryson,Frederik Harryson
2884,Adrian Sutton,Adrian Sutton
2885,Pawel,Pawel Byilca
2886,Afri,Afri Schoeden
2887,Alexey Akhunov,Alexey Akhunov
2888,Andrew Gross,Andrew Gross
2889,Mikhail Kalanin,Mikhail Kalinin
2890,Geoff Hayes,Geoff Hayes
2891,Daniel Ellison,Daniel Ellison
2892,Jacek Sieka,Jacek Sieka
2893,Adam Schmideg,Adam Schmideg
2894,Greg Colvin,Greg Colvin
2895,Jared Wasinger,Jared Wasinger
2896,Peter Szilagy,Peter Szilagyi
2897,Agyt,Agyt
2898,Alex Beregszaszi,Alex Beregszaszi
2899,Tomasz S,Tomasz
2900,Rai Sur,Rai Ratan Sur
2901,Hudson Jameson,Hudson Jameson
2902,James Hancock,James Hancock
2903,Youssef El Housn,Youssef El Housn
2904,Lightclient,Lightcilent
2905,Pooja Ranjan,Pooja Ranjan
2906,Alex Vlasov,Alex Vlasov
2907,Micah Zoltu,Micah Zoltou
2908,Tomasz Stanczak,Thomasz Stancsak
2909,James Prestwich,James Prestwich
2910,Tim Beiko,Tim Bieko
2911,Karim Taam,Karim Taam
2912,Kelly,Kelly
2913,Tren Van Epps,Trenton van Epps
2914,Artem Vorotnikov,Artem Vorotnikov
2915,Alex B.,Alex Beregszaszi
2916,Ansgar Dietrichs,Ansgar Deitrichs
2917,Andrew Ashikhmin,Andrew Ashikhmin
2918,Alex Beregszaszi,Alex Beregszaszi
2919,Ahmad Bitar,Ahmad Bitar
2920,Barnabas Busa,Barnabas Busa
2921,Mario Vega,Mario Vega
2922,Mario,Mario Havel
2923,Marcin Sobczak,Marcin Sobczak
2924,Marcin,Marcin Sobczak
2925,Kamil ChodoÃÂa,Kamil Chodola
2926,Kasey Kirkham,Kasey Kirkham
2927,Kasey,Kasey Kirkham
2928,Matt Nelson,Matt Nelson
2929,Mikhail Kalinin,Mikhail Kalinin
2930,Mehdi Aouadi,Mehdi Aouadi
2931,Marius Van Der Wijden,Marius van der Wijden
2932,Marius,Marius van der Wijden
2933,Ruben,Ruben
2934,Rory Arredondo,Rory Arredondo
2935,Sean Anderson,Sean Anderson
2936,Saulius Grigaitis,Saulius Grigaitis
2937,Saulius,Saulius Grigaitis
2938,Sam,Sam CM
2939,Trent,Trenton van Epps
2940,Terence,Terence
2941,Tynes,Tynes
2942,Tim Beiko,Tim Bieko
2943,Tomasz K. Stanczak,Thomasz Stancsak
2944,Tomasz,Tomasz
2945,Gary Schulte,Gary Schulte
2946,Fabio Di,Fabio Di Fabio
2947,Ethan,Ethan
2948,Evan Van Ness,Evan Van Ness
2949,Guillaume,Guillaume Ballet
2950,Guillaume,Guillaume Ballet
2951,Hudson Jameson,Hudson Jameson
2952,James Hancock,James Hancock
2953,Adrian Sutton,Adrian Sutton
2954,Alex Beregszaszi,Alex Beregszaszi
2955,Alex Gluchowski,Alex Gluchowski
2956,Alex Vlasov,Alex Vlasov
2957,Alexey Akhunov,Alexey Akhunov
2958,Brett Allsop,Brent Allsop
2959,Brett Robertson,Brett Robertson
2960,Danno Ferrin,Danno Ferrin
2961,Greg Colvin,Greg Colvin
2962,Jacek Sieka,Jacek Sieka
2963,Jim Bennett,Jim Bennett
2964,Jules,Jules
2965,Martin Holste Swende,Martin Holst Swende
2966,PaweÃÂ Bylica,Pawel Byilca
2967,PÃÂ©ter SzilÃÂ¡gyi,Peter Szilagyi
2968,Louis Guthmann,Louis Guthmann
2969,Ronan,Ronan
2970,Tim Beiko,Tim Bieko
2971,Wei Tang,Wei Tang
2972,Tomasz Stanczak,Thomasz Stancsak
2973,Tim Beiko,Tim Bieko
2974,James Prestwich,James Prestwich
2975,Rai @ consensys,Rai Ratan Sur
2976,William Morriss,William Morris
2977,Martin Holst Swende,Martin Holst Swende
2978,Lightclient,Lightcilent
2979,Pooja Ranjan,Pooja Ranjan
2980,Vitalik Buterin,Vitalik Buterin
2981,Trent Van Epps,Trenton van Epps
2982,Greg Colvin,Greg Colvin
2983,Kelly,Kelly
2984,Mikhail Kalinin,Mikhail Kalinin
2985,Abdelhamid Bakhta,Abdelhamid Bakhta
2986,Marcelo Ruiz de Olano,Marcelo Ruiz de Olano
2987,Danny,Danny Ryan
2988,Ansgar Dietrichs,Ansgar Deitrichs
2989,Paul D.,Paul Dworzanski
2990,James Hancock,James Hancock
2991,John,John Adler
2992,Karim T.,Karim Taam
2993,Afri,Afri Schoeden
2994,Gary Schulte,Gary Schulte
2995,Sam Wilson,Sam Wilson
2996,Dankrad Feist,Dankrad Feist
2997,Micah Zoltu,Micah Zoltou
2998,SasaWebUp,SasaWebUp
2999,Marek Moroczynski,Marek Moraczynski
3000,Pawel Bylica,Pawel Byilca
3001,Marcin Sobczak,Marcin Sobczak
3002,Vitalik Buterin,Vitalik Buterin
3003,PaweÃÂ Bylica,Pawel Byilca
3004,Jason Carver,Jason Carver
3005,Jon Choi,Jon Choi
3006,Ben Edgington,Ben Edgington
3007,Karl Floersch,Karl Floersch
3008,Hudson Jameson,Hudson Jameson
3009,Nick Johnson,Nick Johnson
3010,Raul Jordan,Raul Jordan
3011,Lefteris Karapetsas,Lefteris Karapetsas
3012,Dimitry Khokhlov (EF: cpp-ethereum,Dimitry Khokhlov
3013,testing),
3014,Ligi,Ligi
3015,Andrei Maiboroda,Andrei Maiboroda
3016,Lane Rettig,Lane Rettig
3017,Afri,Afri Schoeden
3018,Alex Beregszaszi,Alex Beregszaszi
3019,Alex Van de Sande,Alex Van de Sande
3020,Andrei Maiboroda,Andrei Maiboroda
3021,Anton Nashatyrev,Anton Nashatyrev
3022,Arkadiy Paronyan,Arkadiy Paronyan
3023,Casey Detrio,Casey Detrio
3024,Christian Reitwiessner,Christian Reitweissner
3025,Daniel Nagy,Daniel Nagy
3026,David Knott,David Knott
3027,Dimitry Khokhlov,Dimitry Khokhlov
3028,Greg Colvin,Greg Colvin
3029,Hudson Jameson,Hudson Jameson
3030,Jared Wasinger,Jared Wasinger
3031,Karl Floersch,Karl Floersch
3032,Lefter,Lefteris Karapetsas
3033,Tim,Tim Bieko
3034,Lightclient,Lightcilent
3035,Pooja ECH,Pooja Ranjan
3036,Micah Zoltu,Micah Zoltou
3037,Danny,Danny Ryan
3038,Trenton Van Epps,Trenton van Epps
3039,Marek Moraczynski,Marek Moraczynski
3040,Lukasz,Lukasz Rozmej
3041,Dankrad Feist,Dankrad Feist
3042,Martin Swende,Martin Holst Swende
3043,Artem Vorotnikov,Artem Vorotnikov
3044,YDXTY Thi,YDXTY Thi
3045,Sam Wilson,Sam Wilson
3046,Vitalik Buterin,Vitalik Buterin
3047,Ansgar Dietrichs,Ansgar Deitrichs
3048,Gary Schultz,Gary Schulte
3049,Sridarian Sharingan,Sridarian Sharingan
3050,Trenton Vanepps,Trenton van Epps
3051,Pooja Ranjan,Pooja Ranjan
3052,James Hancock,James Hancock
3053,Dominic Letz,Dominic Letz
3054,Ratan  Sur,Rai Ratan Sur
3055,Tim Beiko,Tim Bieko
3056,Danno Ferrin,Danno Ferrin
3057,Hudson Jameson,Hudson Jameson
3058,Piper Merriam,Piper Merriam
3059,Daneil Ellison,Daniel Ellison
3060,Wei Tang,Wei Tang
3061,Greg,Greg Colvin
3062,Alex Beregszaszi,Alex Beregszaszi
3063,Jason Carver,Jason Carver
3064,Bob Summerwill,Bob Summerwill
3065,Edson Ayllon .,Edson Ayllon
3066,Tim Beiko,Tim Bieko
3067,Gary Schute,Gary Schulte
3068,Enrico,Enrico Del Fante
3069,Tomasz StaÃÂczak,Thomasz Stancsak
3070,Andrian,Andrian
3071,Oxcasey,Oxcasey
3072,Leo Arias,Leo Arias
3073,Zuerlein,Zuerlein
3074,Potus,Potuz
3075,Terence,Terence
3076,Kenway Wang,Kenway Wang
3077,Roberto,Roberto Bayardo
3078,Mario Havel,Mario Havel
3079,Paul Hauner,Paul Hauner
3080,Vitalik,Vitalik Buterin
3081,Ruben,Ruben
3082,Mario Vega,Mario Vega
3083,Kamil Chodola,Kamil Chodola
3084,Trenton Van Epps,Trenton van Epps
3085,Afr Schoe,Afri Schoeden
3086,Alex B.,Alex Beregszaszi
3087,Alex Stokes,Alex Stokes
3088,Pari,Parithosh Jayanthi
3089,Tukasz Rozmej,Lukasz Rozmej
3090,Andrew Ashikhmin,Andrew Ashikhmin
3091,Ben Edgington,Ben Edgington
3092,Daniel Lerhner,Daniel Lehrner
3093,Danny,Danny Ryan
3094,Micah Zoltu,Micah Zoltou
3095,Marius VanDerWijden,Marius van der Wijden
3096,Pooja Ranjan,Pooja Ranjan
3097,Marek Moraczynski,Marek Moraczynski
3098,Rai,Rai Ratan Sur
3099,Greg Colvin,Greg Colvin
3100,Angela,Angela Lu
3101,Brent Allsop,Brent Allsop
3102,Hudson Jameson,Hudson Jameson
3103,Jim Bennett,Jim Bennett
3104,Pooja Ranjan,Pooja Ranjan
3105,Tim Beiko,Tim Bieko
3106,Hudson Jameson,Hudson Jameson
3107,Lane Rettig,Lane Rettig
3108,Mikhail Kalanin,Mikhail Kalinin
3109,Peter Szilagyi,Peter Szilagyi
3110,Alexey Akhunov,Alexey Akhunov
3111,Jake Lang,Jake Lang
3112,Daniel Ellison,Daniel Ellison
3113,Frederik Harryson,Frederik Harryson
3114,Justin Drake,Justin Drake
3115,Guillaume Ballet,Guillaume Ballet
3116,Danny Ryan,Danny Ryan
3117,Casey Detrio,Casey Detrio
3118,Raul Jordan,Raul Jordan
3119,Vitalik Buterin,Vitalik Buterin
3120,Dimitry Khokhlov (EF: cpp-ethereum,Dimitry Khokhlov
3121,testing),
3122,Paul Dworzanski (,Paul Dworzanski
3123,Arkadiy Paronyan,Arkadiy Paronyan
3124,Alex Van de Sande,Alex Van de Sande
3125,Anton Nashatyrev,Anton Nashatyrev
3126,Casey Detrio,Casey Detrio
3127,Christian Reitwiessner,Christian Reitweissner
3128,Daniel Nagy,Daniel Nagy
3129,Dimitry Khokhlov,Dimitry Khokhlov
3130,Hudson Jameson,Hudson Jameson
3131,Jan Xie,Jan Xie
3132,Konrad Feldmeier,Konrad Feldmeier
3133,Martin Becze,Martin Becze
3134,PaweÃÂ Bylica,Pawel Byilca
3135,PÃÂ©ter SzilÃÂ¡gyi,Peter Szilagyi
