eip_number,Title,Author,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,author1_id,author2_id,author3_id,author4_id,author5_id,author6_id,author7_id,author8_id,author9_id,author10_id,author11_id,author12_id,author13_id,author14_id,author15_id
4883,Composable SVG NFT,"Andrew B Coathup (@abcoathup), Alex (@AlexPartyPanda), Damian Martinelli (@damianmarti), blockdev (@0xbok), Austin Griffith (@austintgriffith)",Andrew B Coathup,Alex,Damian Martinelli,blockdev,Austin Griffith,,,,,,,,,,,221,385.0,474.0,533.0,561.0,,,,,,,,,,
4944,Contract with Exactly One Non-fungible Token,"Víctor Muñoz (@victormunoz), Josep Lluis de la Rosa (@peplluis7), Andres El-Fakdi (@Bluezfish)",Víctor Muñoz,Josep Lluis de la Rosa,Andres El-Fakdi,,,,,,,,,,,,,227,387.0,477.0,,,,,,,,,,,,
4950,Entangled Tokens,"Víctor Muñoz (@victormunoz), Josep Lluis de la Rosa (@peplluis7), Easy Innova (@easyinnova)",Víctor Muñoz,Josep Lluis de la Rosa,Easy Innova,,,,,,,,,,,,,227,387.0,478.0,,,,,,,,,,,,
4972,Name-Owned Account,"Shu Dong (@dongshu2013), Qi Zhou (@qizhou), Zihao Chen (@zihaoccc)",Shu Dong,Qi Zhou,Zihao Chen,,,,,,,,,,,,,229,685.0,659.0,,,,,,,,,,,,
5000,MULDIV instruction,"Harikrishnan Mulackal (@hrkrshnn), Alex Beregszaszi (@axic), Pawe? Bylica (@chfast)",Harikrishnan Mulackal,Alex Beregszaszi,Pawel Bylica,,,,,,,,,,,,,233,11.0,83.0,,,,,,,,,,,,
5027,Remove the limit on contract code size,Qi Zhou (@qizhou),Qi Zhou,,,,,,,,,,,,,,,685,,,,,,,,,,,,,,
5058,Lockable Non-Fungible Tokens,"Tyler (@radiocaca), Alex (@gojazdev), John (@sfumato00)",Tyler,Alex,John,,,,,,,,,,,,,238,385.0,479.0,,,,,,,,,,,,
5081,Expirable Trainsaction,"Zainan Victor Zhou (@xinbenlv), Nick Johnson (@Arachnid), Konrad Feldmeier <[email protected]>",Zainan Victor Zhou,Nick Johnson,Konrad Feldmeier,,,,,,,,,,,,,71,10.0,480.0,,,,,,,,,,,,
5115,SY Token,"Vu Nguyen (@mrenoon), Long Vuong (@UncleGrandpa925), Anton Buenavista (@ayobuenavista)",Vu Nguyen,Long Vuong,Anton Buenavista,,,,,,,,,,,,,242,393.0,482.0,,,,,,,,,,,,
5139,Remote Procedure Call Provider Lists,Sam Wilson (@SamWilsn),Sam Wilson,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,
5173,NFT Future Rewards (nFR),"Yale ReiSoleil (@longnshort), dRadiant (@dRadiant), D Wang, PhD <[email protected]>",Yale ReiSoleil,dRadiant,D Wang,,,,,,,,,,,,,247,398.0,485.0,,,,,,,,,,,,
5187,Extend EIP-1155 with rentable usage rights,DerivStudio (@DerivStudio),DerivStudio,,,,,,,,,,,,,,,249,,,,,,,,,,,,,,
5218,NFT Rights Management,"James Grimmelmann (@grimmelm), Yan Ji (@iseriohn), Tyler Kell (@relyt29)",James Grimmelmann,Yan Ji,Tyler Kell,,,,,,,,,,,,,252,401.0,486.0,,,,,,,,,,,,
5247,Smart Contract Executable Proposal Interface,Zainan Victor Zhou (@xinbenlv),Zainan Victor Zhou,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,
5334,EIP-721 User And Expires And Level Extension,Yan (@yan253319066),Yan,,,,,,,,,,,,,,,255,,,,,,,,,,,,,,
5437,Security Contact Interface,Zainan Zhou (@xinbenlv),Zainan Victor Zhou,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,
5453,Endorsement - Permit for Any Functions,Zainan Victor Zhou (@xinbenlv),Zainan Victor Zhou,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,
5485,"Legitimacy, Jurisdiction and Sovereignty",Zainan Victor Zhou (@xinbenlv),Zainan Victor Zhou,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,
5501,Rental & Delegation NFT - EIP-721 Extension,"Jan Smra (@smrza), David Rábel (@rabeles11), Tomá Jan?a <[email protected]>, Jan Bure (@JohnyX89), DOBBYLABS (@DOBBYLABS)",Jan Smra,David Rábel,Tomas Jansa,Jan Bure,DOBBYLABS,,,,,,,,,,,262,405.0,488.0,538.0,563.0,,,,,,,,,,
5521,Referable NFT,"Saber Yu (@OniReimu), Qin Wang <[email protected]>, Shange Fu <[email protected]>, Shiping Chen <[email protected]>, Sherry Xu <[email protected]>, Jiangshan Yu <[email protected]>",Saber Yu,Qin Wang,Shange Fu,Shiping Chen,Sherry Xu,Jiangshan Yu,,,,,,,,,,266,407.0,489.0,539.0,564.0,453.0,,,,,,,,,
5539,Revocation List Registry,"Philipp Bolte (@strumswell), Lauritz Leifermann (@lleifermann), Dennis von der Bey (@DennisVonDerBey)",Philipp Bolte,Lauritz Leifermann,Dennis von der Bey,,,,,,,,,,,,,268,408.0,490.0,,,,,,,,,,,,
5554,"NFT Legal Use, Repurposing, and Remixing","Isaac Patka (@ipatka), COALA Licensing Taskforce <[email protected]>",Isaac Patka,COALA Licensing Taskforce,,,,,,,,,,,,,,270,409.0,,,,,,,,,,,,,
5564,Stealth Addresses,"Toni Wahrstätter (@nerolation), Matt Solomon (@mds1), Ben DiFrancesco (@apbendi), Vitalik Buterin (@vbuterin)",Toni Wahrstätter,Matt Solomon,Ben DiFrancesco,Vitalik Buterin,,,,,,,,,,,,273,499.0,650.0,1.0,,,,,,,,,,,
5573,"Sign-In with Ethereum Capabilities, ReCaps","Oliver Terbu (@awoie), Jacob Ward (@cobward), Charles Lehner (@clehner), Sam Gbafa (@skgbafa), Wayne Chang (@wyc), Charles Cunningham (@chunningham)",Oliver Terbu,Jacob Ward,Charles Lehner,Sam Gbafa,Wayne Chang,Charles Cunningham,,,,,,,,,,275,411.0,492.0,540.0,198.0,663.0,,,,,,,,,
5593,Restrict Ethereum Provider API Injection,"Yan Zhu (@diracdeltas), Brian R. Bondy (@bbondy), Andrea Brancaleoni (@thypon), Kyle Den Hartog (@kdenhartog)",Yan Zhu,Brian R. Bondy,Andrea Brancaleoni,Kyle Den Hartog,,,,,,,,,,,,277,413.0,494.0,542.0,,,,,,,,,,,
5630,New approach for encryption / decryption,"Firn Protocol (@firnprotocol), Fried L. Trout, Weiji Guo (@weijiguo)",Firn Protocol,Fried L. Trout,Weiji Guo,,,,,,,,,,,,,281,416.0,660.0,,,,,,,,,,,,
5635,NFT Licensing Agreements,"Timi (@0xTimi), 0xTriple7 (@ysqi)",Timi,0xTriple7,,,,,,,,,,,,,,283,417.0,,,,,,,,,,,,,
5700,Bindable Token Interface,Leeren (@leeren),Leeren,,,,,,,,,,,,,,,613,,,,,,,,,,,,,,
5719,Signature replacement interface,Agustin Aguilar (@Agusx1211),Agustin Aguilar,,,,,,,,,,,,,,,673,,,,,,,,,,,,,,
5727,Semi-Fungible Soulbound Token,"Austin Zhu (@AustinZhu), Terry Chen <[email protected]>",Austin Zhu,Terry Chen,,,,,,,,,,,,,,288,420.0,,,,,,,,,,,,,
5744,Latent Fungible Token,"Cozy Finance (@cozyfinance), Tony Sheng (@tonysheng), Matt Solomon (@mds1), David Laprade (@davidlaprade), Payom Dousti (@payomdousti), Chad Fleming (@chad-js), Franz Chen (@Dendrimer)",Cozy Finance,Tony Sheng,Matt Solomon,David Laprade,Payom Dousti,Chad Fleming,Franz Chen,,,,,,,,,289,422.0,499.0,545.0,567.0,576.0,580.0,,,,,,,,
5753,Lockable Extension for EIP-721,Filipp Makarov (@filmakarov),Filipp Makarov,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,
5791,Physical Backed Tokens,"2pmflow (@2pmflow), locationtba (@locationtba), Cameron Robertson (@ccamrobertson), cygaar (@cygaar)",2pmflow,locationtba,Cameron Robertson,cygaar,,,,,,,,,,,,293,425.0,501.0,285.0,,,,,,,,,,,
5792,Wallet Function Call API,Moody Salem (@moodysalem),Moody Salem,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,
5806,Delegate transaction,Hadrien Croubois (@Amxx),Hadrien Croubois,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,
5827,Auto-renewable allowance extension,"zlace (@zlace0x), zhongfu (@zhongfu), edison0xyz (@edison0xyz)",zlace,zhongfu,edison0xyz,,,,,,,,,,,,,295,426.0,502.0,,,,,,,,,,,,
5850,Complex Numbers stored in `bytes32` types,Paul Edge (@genkifs),Paul Edge,,,,,,,,,,,,,,,296,,,,,,,,,,,,,,
5851,On-Chain Verifiable Credentials,"Yu Liu (@yuliu-debond), Junyi Zhong (@Jooeys)",Yu Liu,Junyi Zhong,,,,,,,,,,,,,,183,621.0,,,,,,,,,,,,,
5883,Token Transfer by Social Recovery,"Erhard Dinhobl (@mrqc), Kevin Riedl (@wsdt)",Erhard Dinhobl,Kevin Riedl,,,,,,,,,,,,,,635,616.0,,,,,,,,,,,,,
5902,Smart Contract Event Hooks,Simon Brown (@orbmis),Simon Brown,,,,,,,,,,,,,,,594,,,,,,,,,,,,,,
5988,Add Poseidon hash function precompile,"Abdelhamid Bakhta (@abdelhamidbakhta), Eli Ben Sasson (@Elistark), Avihu Levy (@avihu28), David Levit Gurevich (@DavidLevitGurevich)",Abdelhamid Bakhta,Eli Ben Sasson,Avihu Levy,David Levit Gurevich,,,,,,,,,,,,163,346.0,503.0,547.0,,,,,,,,,,,
6046,Replace SELFDESTRUCT with DEACTIVATE,Alex Beregszaszi (@axic),Alex Beregszaszi,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
6047,ERC-721 Balance indexing via Transfer event,Zainan Victor Zhou (@xinbenlv),Zainan Victor Zhou,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,
6051,Private Key Encapsulation,"Base Labs (@Base-Labs), Weiji Guo (@weiji-cryptonatty)",Base Labs,Weiji Guo,,,,,,,,,,,,,,651,660.0,,,,,,,,,,,,,
6110,Supply validator deposits on chain,"Mikhail Kalinin (@mkalinin), Danny Ryan (@djrtwo)",Mikhail Kalinin,Danny Ryan,,,,,,,,,,,,,,190,50.0,,,,,,,,,,,,,
6123,Smart Derivative Contract,"Christian Fries (@cfries), Peter Kohl-Landgraf (@pekola), Alexandros Korpis (@kourouta)",Christian Fries,Peter Kohl-Landgraf,Alexandros Korpis,,,,,,,,,,,,,643,675.0,656.0,,,,,,,,,,,,
6170,Cross-Chain Messaging Interface,Sujith Somraaj (@sujithsomraaj),Sujith Somraaj,,,,,,,,,,,,,,,593,,,,,,,,,,,,,,
6206,EOF - JUMPF instruction,"Andrei Maiboroda (@gumb0), Alex Beregszaszi (@axic), Pawe? Bylica (@chfast), Matt Garnett (@lightclient)",Andrei Maiboroda,Alex Beregszaszi,Pawel Bylica,Matt Garnett,,,,,,,,,,,,214,11.0,83.0,145.0,,,,,,,,,,,
6224,Contracts Dependencies Registry,Artem Chystiakov (@arvolear),Artem Chystiakov,,,,,,,,,,,,,,,653,,,,,,,,,,,,,,
6268,Untransferability Indicator for EIP-1155,Yuki Aoki (@yuki-js),Yuki Aoki,,,,,,,,,,,,,,,589,,,,,,,,,,,,,,
6315,ERC-2771 Account Abstraction,Gavin John (@Pandapip1),Gavin John,,,,,,,,,,,,,,,661,,,,,,,,,,,,,,
6327,Elastic Signature,George (@JXRow),George,,,,,,,,,,,,,,,630,,,,,,,,,,,,,,
6353,Charity token,"Aubay <[email protected]>, BOCA Jeabby (@bjeabby1507), EL MERSHATI Laith (@lth-elm), KEMP Elia (@eliakemp)",Aubay,BOCA Jeabby,EL MERSHATI Laith,KEMP Elia,,,,,,,,,,,,676,648.0,636.0,617.0,,,,,,,,,,,
6366,Permission Token,"Chiro (@chiro-hiro), Victor Dusart (@vdusart)",Chiro,Victor Dusart,,,,,,,,,,,,,,644,591.0,,,,,,,,,,,,,
6384,Human-readable offline signatures,"Tal Be'ery <[email protected]>, RoiV (@DeVaz1)",Tal Be'ery,RoiV,,,,,,,,,,,,,,677,597.0,,,,,,,,,,,,,
6404,SSZ Transactions Root,"Etan Kissling (@etan-status), Vitalik Buterin (@vbuterin)",Etan Kissling,Vitalik Buterin,,,,,,,,,,,,,,634,1.0,,,,,,,,,,,,,
6464,"Multi-operator, per-token ERC-721 approvals.","Cristian Espinoza (@crisgarner), Simon Fremaux (@dievardump), David Huber (@cxkoda), and Arran Schlosberg (@aschlosberg)",Cristian Espinoza,Simon Fremaux,David Huber,Arran Schlosberg,,,,,,,,,,,,642,203.0,640.0,655.0,,,,,,,,,,,
6465,SSZ Withdrawals Root,"Etan Kissling (@etan-status), Mikhail Kalinin (@mkalinin)",Etan Kissling,Mikhail Kalinin,,,,,,,,,,,,,,634,190.0,,,,,,,,,,,,,
6466,SSZ Receipts Root,"Etan Kissling (@etan-status), Vitalik Buterin (@vbuterin)",Etan Kissling,Vitalik Buterin,,,,,,,,,,,,,,634,1.0,,,,,,,,,,,,,
6506,P2P Escrowed Governance Incentives,Josh Weintraub (@jhweintraub),Josh Weintraub,,,,,,,,,,,,,,,622,,,,,,,,,,,,,,
6538,Stealth Meta-Address Registry,"Matt Solomon (@mds1), Toni Wahrstätter (@nerolation), Ben DiFrancesco (@apbendi), Vitalik Buterin (@vbuterin)",Matt Solomon,Toni Wahrstätter,Ben DiFrancesco,Vitalik Buterin,,,,,,,,,,,,499,273.0,650.0,1.0,,,,,,,,,,,
6551,Non-fungible Token Bound Accounts,"Jayden Windle (@jaydenwindle), Benny Giang <[email protected]>, Steve Jang, Druzy Downs (@druzydowns), Raymond Huynh (@huynhr), Alanah Lam <[email protected]>, Wilkins Chung (@wwhchung) <[email protected]>, Paul Sullivan (@sullivph) <[email protected]>",Jayden Windle,Benny Giang,Steve Jang,Druzy Downs,Raymond Huynh,Alanah Lam,Wilkins Chung,Paul Sullivan,,,,,,,,623,678.0,679.0,637.0,599.0,680.0,243.0,604.0,,,,,,,
6596,Historical Asset Metadata JSON Schema,"Phillip Pon <[email protected]>, Gary Liu <[email protected]>, Henry Chan <[email protected]>, Joey Liu <[email protected]>, Lauren Ho <[email protected]>, Jeff Leung <[email protected]>, Yvan Fatal <[email protected]>, Brian Liang <[email protected]>, Seungyong Moon <[email protected]>, Joyce Li <[email protected]>, Phoebe Kwok <[email protected]>, Avir Mahtani <[email protected]>, Zeon Chan <[email protected]>, Antoine Cote <[email protected]>, David Leung (@dhl)",Phillip Pon,Gary Liu,Henry Chan,Joey Liu,Lauren Ho,Jeff Leung,Yvan Fatal,Brian Liang,Seungyong Moon,Joyce Li,Phoebe Kwok,Avir Mahtani,Zeon Chan,Antoine Cote,David Leung,714,707.0,708.0,711.0,713.0,709.0,718.0,705.0,717.0,712.0,715.0,704.0,719.0,703.0,639.0
6617,Bit Based Permission,"Chiro (@chiro-hiro), Victor Dusart (@vdusart)",Chiro,Victor Dusart,,,,,,,,,,,,,,644,591.0,,,,,,,,,,,,,
6662,AA Account Metadata For Authentication,"Shu Dong (@dongshu2013), Zihao Chen (@zihaoccc), Peter Chen (@pette1999)",Shu Dong,Zihao Chen,Peter Chen,,,,,,,,,,,,,229,659.0,603.0,,,,,,,,,,,,
6780,SELFDESTRUCT only in same transaction,"Guillaume Ballet (@gballet), Vitalik Buterin (@vbuterin), Dankrad Feist (@dankrad)",Guillaume Ballet,Vitalik Buterin,Dankrad Feist,,,,,,,,,,,,,142,1.0,188.0,,,,,,,,,,,,
6785,ERC-721 Utilities Information Extension,"Otniel Nicola (@OT-kthd), Bogdan Popa (@BogdanKTHD)",Otniel Nicola,Bogdan Popa,,,,,,,,,,,,,,606,647.0,,,,,,,,,,,,,
6786,Registry for royalties payment for NFTs,"Otniel Nicola (@OT-kthd), Bogdan Popa (@BogdanKTHD)",Otniel Nicola,Bogdan Popa,,,,,,,,,,,,,,606,647.0,,,,,,,,,,,,,
6787,Order Book DEX with Two Phase Withdrawal,"Jessica (@qizheng09), Roy (@royshang), Jun (@SniperUsopp)",Jessica Zheng,Roy Shang,Jun,,,,,,,,,,,,,710,716.0,681.0,,,,,,,,,,,,
6789,Rename gas to mana,Pascal Caversaccio (@pcaversaccio),Pascal Caversaccio,,,,,,,,,,,,,,,605,,,,,,,,,,,,,,
6806,ERC-721 Holding Time Tracking,"Saitama (@saitama2009), Combo <[email protected]>, Luigi <[email protected]>",Saitama,Combo,Luigi,,,,,,,,,,,,,682,683.0,684.0,,,,,,,,,,,,
6810,Ex Post Facto Cascading Revert,William Morriss (@wjmelements),William Morriss,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,
6811,To The Moon10 Minute Blocks,Pandapip1 (@Pandapip1),Gavin John,,,,,,,,,,,,,,,661,,,,,,,,,,,,,,
6821,Support ENS Name for Web3 URL,"Qi Zhou (@qizhou), Qiang Zhu (@qzhodl)",Qi Zhou,Qiang Zhu,,,,,,,,,,,,,,685,600.0,,,,,,,,,,,,,
6823,Token Mapping Slot Retrieval Extension,qdqd (@qd-qd) <[email protected]>,qdqd,,,,,,,,,,,,,,,686,,,,,,,,,,,,,,
6865,On-Chain EIP-712 Visualization,Abderrahmen Hanafi (@a6-dou),Abderrahmen Hanafi,,,,,,,,,,,,,,,658,,,,,,,,,,,,,,
6888,Math checking in EVM,Renan Rodrigues de Souza (@RenanSouza2),Renan Rodrigues de Souza,,,,,,,,,,,,,,,598,,,,,,,,,,,,,,
6900,Modular Smart Contract Accounts and Plugins,"Adam Egyed (@adamegyed), Fangting Liu (@trinity-0111)",Adam Egyed,Fangting Liu,,,,,,,,,,,,,,657,632.0,,,,,,,,,,,,,
6909,Minimal Multi-Token Interface,Joshua Trujillo (@jtriley),Joshua Trujillo,,,,,,,,,,,,,,,687,,,,,,,,,,,,,,
6913,SETCODE instruction,William Morriss (@wjmelements),William Morriss,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,
6944,ERC-5219 Resolve Mode,"Gavin John (@Pandapip1), Qi Zhou (@qizhou)",Gavin John,Qi Zhou,,,,,,,,,,,,,,661,685.0,,,,,,,,,,,,,
6956,Asset-bound Non-Fungible Tokens,"Thomas Bergmueller (@tbergmueller), Lukas Meyer (@ibex-technology)",Thomas Bergmueller,Lukas Meyer,,,,,,,,,,,,,,592,612.0,,,,,,,,,,,,,
6960,Dual Layer Token,"Adam Boudjemaa (@aboudjem), Mohamad Hammoud (@mohamadhammoud), Nawar Hisso (@nawar-hisso), Khawla Hassan (@khawlahssn), Mohammad Zakeri Rad (@zakrad), Ashish Sood <[email protected]>",Adam Boudjemaa,Mohamad Hammoud,Nawar Hisso,Khawla Hassan,Mohammad Zakeri Rad,Ashish Sood,,,,,,,,,,557,688.0,689.0,690.0,691.0,692.0,,,,,,,,,
6963,Multi Injected Provider Discovery,"Pedro Gomes (@pedrouid), Kosala Hemachandra (@kvhnuke), Richard Moore (@ricmoo), Gregory Markou (@GregTheGreek), Kyle Den Hartog (@kdenhartog), Glitch (@glitch-txs), Jake Moxey (@jxom), Pierre Bertet (@bpierre), Darryl Yeo (@darrylyeo), Yaroslav Sergievsky (@everdimension)",Pedro Gomes,Kosala Hemachandra,Richard Moore,Gregory Markou,Kyle Den Hartog,Glitch,Jake Moxey,Pierre Bertet,Darryl Yeo,Yaroslav Sergievsky,,,,,,120,290.0,22.0,108.0,542.0,628.0,625.0,602.0,641.0,693.0,,,,,
6968,Contract Secured Revenue on an EVM based L2,"Zak Cole <[email protected]>, Zak Cole (@zscole), Kevin Owocki <[email protected]>, Lightclient <[email protected]>",Zak Cole,Kevin Owocki,Matt Garnett,,,,,,,,,,,,,694,81.0,145.0,,,,,,,,,,,,
6981,Reserved Ownership Accounts,"Paul Sullivan (@sullivph) <[email protected]>, Wilkins Chung (@wwchung) <[email protected]>, Kartik Patel (@Slokh) <[email protected]>",Paul Sullivan,Wilkins Chung,Kartik Patel,,,,,,,,,,,,,604,243.0,695.0,,,,,,,,,,,,
6982,Efficient Default Lockable Tokens,"Francesco Sullo (@sullof), Alexe Spataru (@urataps)",Francesco Sullo,Alexe Spataru,,,,,,,,,,,,,,631,696.0,,,,,,,,,,,,,
6988,Elected block proposer has not been slashed,Mikhail Kalinin (@mkalinin),Mikhail Kalinin,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,
7007,Zero-Knowledge AI-Generated Content Token,"Cathie So (@socathie), Xiaohang Yu (@xhyumiracle), Huaizhe Xu (@HuaizheXu), Kartin <[email protected]>",Cathie So,Xiaohang Yu,Huaizhe Xu,Kartin,,,,,,,,,,,,697,698.0,699.0,669.0,,,,,,,,,,,
7015,NFT Creator Attribution,Carlos Flores (@strollinghome),Carlos Flores,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,
7045,Increase max attestation inclusion slot,Danny Ryan (@djrtwo),Danny Ryan,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,
7053,Interoperable Digital Media Indexing,"Bofu Chen (@bafu), Tammy Yang (@tammyyang)",Bofu Chen,Tammy Yang,,,,,,,,,,,,,,701,702.0,,,,,,,,,,,,,
7069,Revamped CALL instructions,"Alex Beregszaszi (@axic), Pawe? Bylica (@chfast), Danno Ferrin (@shemnon), Andrei Maiboroda (@gumb0)",Alex Beregszaszi,Pawel Bylica,Danno Ferrin,Andrei Maiboroda,,,,,,,,,,,,11,83.0,107.0,214.0,,,,,,,,,,,
86,Abstraction of transaction origin and signature,Vitalik Buterin (@vbuterin),Vitalik Buterin,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
101,Serenity Currency and Crypto Abstraction,Vitalik Buterin (@vbuterin),Vitalik Buterin,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
107,"safe ""eth_sendTransaction"" authorization via html popup",Ronan Sandford (@wighawag),Ronan Sandford,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
205,ENS support for contract ABIs,Nick Johnson <[email protected]>,Nick Johnson,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,
210,Blockhash refactoring,Vitalik Buterin (@vbuterin),Vitalik Buterin,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
233,Formal process of hard forks,Alex Beregszaszi (@axic),Alex Beregszaszi,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
615,Subroutines and Static Jumps for the EVM,"Greg Colvin <[email protected]>, Brooklyn Zelenka (@expede), Pawe? Bylica (@chfast), Christian Reitwiessner (@chriseth)",Greg Colvin,Brooklyn Zelenka,Pawel Bylica,Christian Reitwiessner,,,,,,,,,,,,20,44.0,83.0,4.0,,,,,,,,,,,
616,SIMD Operations for the EVM,Greg Colvin <[email protected]>,Greg Colvin,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,
634,Storage of text records in ENS,Richard Moore (@ricmoo),Richard Moore,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,
665,Add precompiled contract for Ed25519 signature verification,Tobias Oberstein <[email protected]>,Tobias Oberstein,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,
689,Address Collision of Contract Address Causes Exceptional Halt,Yoichi Hirai <[email protected]>,Yoichi Hirai,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,
698,OPCODE 0x46 BLOCKREWARD,Cody Burns <[email protected]>,Cody Burns,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,
758,Subscriptions and filters for completed transactions,Jack Peterson <[email protected]>,Jack Peterson,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,
801,Canary Standard,ligi <[email protected]>,ligi,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,
823,Token Exchange Standard,Kashish Khullar <[email protected]>,Kashish Khullar,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,
831,URI Format for Ethereum,ligi (@ligi),ligi,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,
858,Reduce block reward and delay difficulty bomb,Carl Larson <[email protected]>,Carl Larson,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,
867,Standardized Ethereum Recovery Proposals,"Dan Phifer <[email protected]>, James Levy <[email protected]>, Reuben Youngblom <[email protected]>",Dan Phifer,James Levy,Reuben Youngblom,,,,,,,,,,,,,39,305.0,432.0,,,,,,,,,,,,
884,DGCL Token,Dave Sag <[email protected]>,Dave Sag,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,
897,DelegateProxy,"Jorge Izquierdo <[email protected]>, Manuel Araoz <[email protected]>",Jorge Izquierdo,Manuel Araoz,,,,,,,,,,,,,,42,307.0,,,,,,,,,,,,,
900,Simple Staking Interface,"Dean Eigenmann <[email protected]>, Jorge Izquierdo <[email protected]>",Dean Eigenmann,Jorge Izquierdo,,,,,,,,,,,,,,43,42.0,,,,,,,,,,,,,
902,Token Validation,"Brooklyn Zelenka (@expede), Tom Carchrae (@carchrae), Gleb Naumenko (@naumenkogs)",Brooklyn Zelenka,Tom Carchrae,Gleb Naumenko,,,,,,,,,,,,,44,308.0,433.0,,,,,,,,,,,,
918,Mineable Token Standard,"Jay Logelin <[email protected]>, Infernal_toast <[email protected]>, Michael Seiler <[email protected]>, Brandon Grill <[email protected]>",Jay Logelin,Infernal_toast,Michael Seiler,Brandon Grill,,,,,,,,,,,,46,309.0,434.0,506.0,,,,,,,,,,,
926,Address metadata registry,Nick Johnson <[email protected]>,Nick Johnson,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,
927,Generalised authorisations,Nick Johnson <[email protected]>,Nick Johnson,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,
969,Modifications to ethash to invalidate existing dedicated hardware implementations,David Stanfill <[email protected]>,David Stanfill,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,
1010,Uniformity Between 0xAb5801a7D398351b8bE11C439e05C5B3259aeC9B and 0x15E55EF43efA8348dDaeAa455F16C43B64917e3c,Anderson Wesley (@andywesley),Anderson Wesley,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,
1011,Hybrid Casper FFG,"Danny Ryan (@djrtwo), Chih-Cheng Liang (@ChihChengLiang)",Danny Ryan,Chih-Cheng Liang,,,,,,,,,,,,,,50,310.0,,,,,,,,,,,,,
1015,Configurable On Chain Issuance,Alex Van de Sande <[email protected]>,Alex Van de Sande,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,
1051,Overflow checking for the EVM,Nick Johnson <[email protected]>,Nick Johnson,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,
1056,Ethereum Lightweight Identity,"Pelle Braendgaard <[email protected]>, Joel Torstensson <[email protected]>",Pelle Braendgaard,Joel Thorstensson,,,,,,,,,,,,,,53,148.0,,,,,,,,,,,,,
1057,"ProgPoW, a Programmatic Proof-of-Work","Greg Colvin <[email protected]>, Andrea Lanfranchi (@AndreaLanfranchi), Michael Carter (@bitsbetrippin), IfDefElse <[email protected]>",Greg Colvin,Andrea Lanfranchi,Michael Carter,IfDefElse,,,,,,,,,,,,20,93.0,437.0,507.0,,,,,,,,,,,
1062,Formalize IPFS hash into ENS(Ethereum Name Service) resolver,"Phyrex Tsai <[email protected]>, Portal Network Team",Phyrex Tsai,Portal Network Team,,,,,,,,,,,,,,54,313.0,,,,,,,,,,,,,
1066,Status Codes,"Brooklyn Zelenka (@expede), Tom Carchrae (@carchrae), Gleb Naumenko (@naumenkogs)",Brooklyn Zelenka,Tom Carchrae,Gleb Naumenko,,,,,,,,,,,,,44,308.0,433.0,,,,,,,,,,,,
1077,Gas relay for contract calls,"Alex Van de Sande <[email protected]>, Ricardo Guilherme Schmidt (@3esmit)",Alex Van de Sande,Ricardo Guilherme Schmidt,,,,,,,,,,,,,,8,132.0,,,,,,,,,,,,,
1078,Universal login / signup using ENS subdomains,Alex Van de Sande <[email protected]>,Alex Van de Sande,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,
1080,Recoverable Token,Bradley Leatherwood <[email protected]>,Bradley Leatherwood,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,
